VICTIM,Cut Tree,Category Damage
T0804775301,T0804746311,2
T0803772291,T0804747304,2
T0804775301,T0804747314,2
T0803775274,T0804749307,1
T0804775301,T0804749312,2
T0804728365,T0804749341,2
T0804728365,T0804749347,2
T0803720298,T0804750301,2
T0804769302,T0804750319,2
T0804728365,T0804751344,2
T0804722380,T0804752375,1
T0804776365,T0804752377,1
T0805777414,T0804757391,2
T0805777414,T0804758384,2
T0805777414,T0804760386,2
T0805743408,T0804761398,1
T0804796311,T0804766316,1
T0804780341,T0804766362,1
T0804780341,T0804767360,1
T0803759291,T0804768323,2
T0803759291,T0804769319,2
T0805755400,T0804769369,1
T0804782308,T0804770313,1
T0804769302,T0804771300,1
T0804767355,T0804771328,2
T0804767355,T0804771329,2
T0805743408,T0804771393,1
T0805743408,T0804772392,1
T0904801333,T0804776359,2
T0804796311,T0804777314,1
T0903806281,T0804779303,2
T0804771301,T0804779314,1
T0904801333,T0804780357,2
T0903806281,T0804781302,2
T0904801333,T0804782356,2
T0904801333,T0804783358,2
T0803798291,T0804784321,2
T0904801333,T0804784355,2
T0804776365,T0804787334,2
T0804771301,T0804788329,1
T0804771301,T0804788330,1
T0803798291,T0804792321,2
T0804771301,T0804793315,2
T0804771301,T0804793316,2
T0804776365,T0804793337,2
T0804771301,T0804794313,2
T0804771301,T0804795310,2
T0804771301,T0804795316,2
T0804771301,T0804795319,2
T0804771301,T0804797317,2
T0805791421,T0804798393,2
T0805791421,T0804799392,2
T0805732415,T0805700424,2
T0705671436,T0805700446,2
T0805710433,T0805700461,1
T0805732415,T0805701419,2
T0805732415,T0805701423,2
T0805732415,T0805701426,2
T0805732415,T0805702425,2
T0805725428,T0805704466,1
T0705699458,T0805706483,2
T0705671436,T0805707446,2
T0705671436,T0805708444,2
T0705695420,T0805710440,2
T0805725428,T0805711454,1
T0805725428,T0805711454,1
T0806707520,T0805711492,2
T0705699458,T0805712481,2
T0705695463,T0805712487,1
T0806707520,T0805712497,2
T0705695420,T0805713434,1
T0705695420,T0805713438,2
T0804722380,T0805714414,2
T0805725428,T0805714448,1
T0806707520,T0805714492,2
T0804726377,T0805715404,2
T0705695420,T0805715435,1
T0705695420,T0805715444,2
T0705695463,T0805715492,1
T0804726377,T0805716403,2
T0804726377,T0805716405,2
T0804722380,T0805717407,2
T0705695463,T0805717475,2
T0804722380,T0805718409,2
T0705695463,T0805718476,2
T0804726377,T0805720403,2
T0705695420,T0805721439,1
T0804726377,T0805722400,2
T0805755400,T0805723412,2
T0805755400,T0805725409,2
T0705699439,T0805726418,2
T0805743408,T0805726433,2
T0805743408,T0805726433,2
T0705699439,T0805727419,2
T0705699458,T0805727469,1
T0805739485,T0805728489,1
T0705699439,T0805729420,2
T0705699439,T0805729422,2
T0805743408,T0805729436,2
T0805744477,T0805729498,1
T0805755400,T0805730412,2
T0705699439,T0805730422,2
T0806725526,T0805737490,1
T0805710433,T0805738421,2
T0805710433,T0805738423,2
T0805710433,T0805738424,2
T0805710433,T0805741420,2
T0805710433,T0805741421,2
T0805739485,T0805746451,2
T0805763461,T0805750463,1
T0805739485,T0805751451,2
T0805725428,T0805753410,2
T0805725428,T0805753416,2
T0805725428,T0805754409,2
T0805725428,T0805756410,2
T0805748416,T0805756439,1
T0805791421,T0805760433,1
T0805788472,T0805760489,2
T0805788472,T0805760493,2
T0805763461,T0805763436,2
T0805788472,T0805764486,2
T0805744477,T0805765464,2
T0805744477,T0805766456,2
T0805744477,T0805766462,2
T0805788472,T0805766487,2
T0805763461,T0805767433,2
T0805763461,T0805769432,2
T0805744477,T0805770463,2
T0805791421,T0805775427,1
T0805748416,T0805775430,2
T0805799459,T0805781496,1
T0804759394,T0805783412,2
T0805791421,T0805783424,1
T0805748416,T0805783430,2
T0805748416,T0805783430,2
T0804759394,T0805785410,2
T0805799459,T0805785489,1
T0804759394,T0805786411,2
T0804759394,T0805787409,2
T0804759394,T0805788413,2
T0805799459,T0805789480,1
T0905817446,T0805791455,1
T0805799459,T0805791475,1
T0804787380,T0805794402,1
T0905823487,T0805794453,1
T0805767489,T0805796468,1
T0905823487,T0805797456,1
T0706674584,T0806700563,2
T0706676563,T0806703573,2
T0706676563,T0806704565,2
T0706676563,T0806704569,2
T0706676563,T0806704570,2
T0806734576,T0806704575,2
T0806734576,T0806706577,2
T0706681515,T0806707529,2
T0806734576,T0806707578,2
T0706681515,T0806708524,2
T0706676563,T0806708569,2
T0806734576,T0806710573,2
T0706681515,T0806711529,2
T0706681515,T0806712525,2
T0806749540,T0806713567,1
T0806746542,T0806714541,2
T0806705544,T0806714568,2
T0806705544,T0806715573,2
T0806746542,T0806716538,2
T0806746542,T0806716544,2
T0806746542,T0806717543,2
T0806746542,T0806718539,2
T0807755604,T0806718599,2
T0806746542,T0806719541,2
T0806746542,T0806719544,2
T0807746607,T0806721585,2
T0806757575,T0806722548,1
T0807746607,T0806722583,1
T0807746607,T0806724586,2
T0807746607,T0806727585,2
T0806725526,T0806730511,1
T0806714549,T0806730535,1
T0806704599,T0806731588,1
T0806734576,T0806733557,1
T0806759570,T0806734552,2
T0806759570,T0806734554,2
T0806759570,T0806736555,2
T0806714549,T0806737529,1
T0806714549,T0806738528,1
T0806757575,T0806741547,2
T0806763582,T0806741599,2
T0806763582,T0806742599,2
T0806746542,T0806744520,1
T0806765556,T0806744549,1
T0806763582,T0806744599,2
T0805767489,T0806748513,2
T0805767489,T0806748515,2
T0805767489,T0806750518,2
T0805745494,T0806751508,1
T0806741590,T0806751598,1
T0807755604,T0806753583,1
T0806727507,T0806754505,2
T0806727507,T0806755503,2
T0806727507,T0806756501,2
T0806765556,T0806756530,2
T0806727507,T0806758510,2
T0806732535,T0806758522,2
T0806765556,T0806758530,2
T0806765556,T0806759531,2
T0806727507,T0806760501,2
T0806732535,T0806760521,2
T0806765556,T0806760525,2
T0806727507,T0806761504,2
T0806727507,T0806761505,2
T0806727507,T0806761509,2
T0806732535,T0806761518,2
T0806767554,T0806763517,2
T0806749540,T0806766511,2
T0806749540,T0806767512,2
T0806785544,T0806767573,2
T0806749540,T0806768512,2
T0806749540,T0806769513,2
T0806749540,T0806769517,2
T0806761591,T0806770596,1
T0805745494,T0806771509,2
T0906800550,T0806771559,2
T0806785544,T0806771571,2
T0806785544,T0806771574,2
T0906800550,T0806772559,2
T0906800550,T0806772562,2
T0806785544,T0806772579,2
T0906800550,T0806773566,2
T0806763582,T0806773570,1
T0906800550,T0806774566,2
T0807751601,T0806774580,2
T0807751601,T0806775573,2
T0807751601,T0806776579,2
T0807751601,T0806777572,2
T0807751601,T0806777576,2
T0906804558,T0806779558,2
T0906804558,T0806780560,2
T0906801588,T0806782567,2
T0906801588,T0806786573,1
T0907815607,T0806788591,2
T0806764554,T0806790573,1
T0906801588,T0806791578,1
T0806764554,T0806795577,1
T0906809583,T0806796560,2
T0906827520,T0806798513,2
T0906809583,T0806798558,2
T0906809583,T0806799557,2
T0806733596,T0807705620,2
T0806733596,T0807707621,2
T0707684638,T0807708624,2
T0707686629,T0807709608,1
T0707684638,T0807709628,2
T0707686629,T0807710608,1
T0806733596,T0807710616,2
T0707684638,T0807710625,2
T0707684638,T0807710629,2
T0807703692,T0807711693,1
T0806733596,T0807712620,2
T0806733596,T0807714620,2
T0707684638,T0807716627,2
T0807725684,T0807716651,2
T0707686629,T0807717602,1
T0707686629,T0807718600,1
T0807755604,T0807719600,2
T0807703657,T0807719629,1
T0807755604,T0807721606,2
T0807725684,T0807722650,2
T0807717614,T0807723620,1
T0807733617,T0807723646,2
T0807733617,T0807725643,2
T0807734656,T0807725689,2
T0807725620,T0807726621,1
T0807733617,T0807727645,2
T0807734656,T0807727685,2
T0807734656,T0807727690,2
T0807734656,T0807727691,2
T0807733617,T0807728643,2
T0807733617,T0807728643,2
T0807734656,T0807728691,2
T0807733617,T0807729644,2
T0807734656,T0807729685,2
T0807734656,T0807729688,2
T0807734656,T0807729689,2
T0807734604,T0807731638,2
T0807734604,T0807732634,2
T0807751601,T0807733619,1
T0806763582,T0807736600,2
T0807717614,T0807738636,2
T0807717614,T0807739632,2
T0807728626,T0807740643,1
T0807725639,T0807740651,1
T0807717614,T0807741637,2
T0806763582,T0807742600,2
T0806763582,T0807742605,2
T0807751601,T0807742610,1
T0807717614,T0807742640,2
T0807751601,T0807743609,1
T0807717614,T0807743640,1
T0807725639,T0807743658,2
T0807734656,T0807746654,1
T0807725620,T0807748645,2
T0807725620,T0807748646,2
T0807751601,T0807749603,1
T0807777603,T0807749611,2
T0807734604,T0807750603,1
T0807725620,T0807751640,2
T0807725620,T0807752642,2
T0806741590,T0807754600,1
T0807733617,T0807755610,1
T0806741590,T0807756616,2
T0807725620,T0807756652,1
T0807728626,T0807757647,2
T0807740652,T0807757676,2
T0806741590,T0807758613,2
T0806741590,T0807758616,2
T0807725620,T0807758652,1
T0807770614,T0807759640,2
T0807740652,T0807759679,2
T0807770614,T0807760639,2
T0807789682,T0807760696,2
T0806741590,T0807761612,2
T0807740652,T0807761674,2
T0807734604,T0807762603,1
T0807770614,T0807762641,2
T0807770614,T0807764636,2
T0806741590,T0807765609,1
T0807789682,T0807765697,2
T0808798720,T0807767698,2
T0807735609,T0807768606,2
T0807735609,T0807769609,2
T0806741590,T0807769612,1
T0807734656,T0807769651,1
T0806761591,T0807771617,2
T0807740652,T0807771673,1
T0807735609,T0807772607,2
T0808798720,T0807772695,2
T0807774637,T0807773648,1
T0808798720,T0807773694,2
T0806761591,T0807774612,2
T0907805674,T0807774665,2
T0907805674,T0807775663,2
T0907805674,T0807775667,2
T0808798720,T0807775695,2
T0907805674,T0807776662,2
T0907805674,T0807776665,2
T0907805674,T0807777664,2
T0907805674,T0807778662,2
T0907805674,T0807778667,2
T0806761591,T0807781603,1
T0908803701,T0807782697,1
T0908803701,T0807784697,1
T0907818680,T0807790667,2
T0907818680,T0807791666,2
T0908818700,T0807793670,1
T0807774637,T0807795635,2
T0908803701,T0807795673,2
T0908818700,T0807795678,2
T0908818700,T0807795683,2
T0908818700,T0807796681,2
T0908818700,T0807797680,2
T0808735758,T0808701762,2
T0708674771,T0808701785,2
T0708674771,T0808702780,2
T0708674771,T0808703788,2
T0807703692,T0808704723,2
T0809709821,T0808704796,2
T0807703692,T0808705723,2
T0708674771,T0808706784,2
T0808718753,T0808708782,2
T0808718753,T0808708783,2
T0708681732,T0808709732,2
T0808727726,T0808709747,1
T0708683707,T0808710711,2
T0807714698,T0808710722,2
T0708681732,T0808710733,2
T0708681732,T0808710736,2
T0708683707,T0808711707,2
T0807703692,T0808711720,2
T0708681732,T0808711730,2
T0708681732,T0808711732,2
T0708683707,T0808712714,2
T0807714698,T0808712721,2
T0808716722,T0808714744,1
T0708683707,T0808715711,2
T0807714698,T0808715729,2
T0708683707,T0808717714,2
T0708683707,T0808718709,2
T0808709761,T0808720791,2
T0808709761,T0808721787,2
T0708699749,T0808722739,2
T0808709761,T0808723794,2
T0808706752,T0808724729,2
T0708699749,T0808724737,2
T0808757782,T0808724774,2
T0808709761,T0808724789,2
T0808754782,T0808724791,1
T0808706752,T0808725728,2
T0808709761,T0808725792,2
T0808706752,T0808727731,2
T0708699749,T0808728733,2
T0708699749,T0808728733,2
T0808746775,T0808732753,2
T0808746775,T0808733754,2
T0809758806,T0808733780,2
T0809762802,T0808733792,2
T0808746775,T0808735747,2
T0808746775,T0808736753,2
T0808709761,T0808736773,1
T0808746775,T0808738746,2
T0808710778,T0808738781,1
T0809762802,T0808738797,2
T0809762802,T0808739796,2
T0808712737,T0808741744,2
T0808710778,T0808741782,1
T0809762802,T0808741796,2
T0809762802,T0808742792,2
T0808712737,T0808743747,2
T0808709761,T0808743776,1
T0808712737,T0808744744,2
T0808773750,T0808744762,2
T0808727726,T0808745713,2
T0808773750,T0808745764,2
T0808727726,T0808746704,2
T0808718753,T0808746739,1
T0808773750,T0808746760,2
T0808709761,T0808746776,1
T0808727726,T0808747705,2
T0808716722,T0808747716,2
T0808712737,T0808747747,2
T0808710778,T0808747782,1
T0808710778,T0808747783,1
T0808710778,T0808748783,1
T0808727726,T0808749710,2
T0808746753,T0808750766,1
T0808757782,T0808751744,1
T0808716722,T0808752717,2
T0808757782,T0808752749,1
T0808746753,T0808752772,1
T0809762802,T0808753777,1
T0808752701,T0808754705,1
T0808757782,T0808755768,1
T0808746753,T0808758791,1
T0808788757,T0808759755,1
T0807789682,T0808760700,2
T0807789682,T0808760702,2
T0808754782,T0808760747,2
T0808754782,T0808763745,2
T0808754782,T0808764749,2
T0808752701,T0808765727,1
T0808754782,T0808765753,2
T0808771720,T0808768745,2
T0808771720,T0808768746,2
T0808788757,T0808770756,1
T0808754773,T0808770796,2
T0808798720,T0808771702,2
T0808798720,T0808773701,2
T0808798720,T0808774702,2
T0808752701,T0808774716,2
T0808746753,T0808774765,2
T0808770789,T0808774793,1
T0808746753,T0808775760,2
T0808754773,T0808775786,1
T0808771720,T0808776747,2
T0808771720,T0808776748,2
T0808746753,T0808776761,2
T0808752701,T0808777713,2
T0808778733,T0808777758,2
T0808746753,T0808777762,2
T0808770789,T0808777796,1
T0808752701,T0808778715,2
T0808746753,T0808778768,2
T0808746753,T0808779765,2
T0809763806,T0808779799,1
T0808746753,T0808780760,2
T0808746753,T0808780767,2
T0808770789,T0808780799,1
T0808788757,T0808782729,2
T0808788757,T0808782730,2
T0808788757,T0808783730,2
T0808754773,T0808783791,1
T0808788757,T0808784725,2
T0808788757,T0808785728,2
T0808773750,T0808786718,1
T0808788757,T0808787731,2
T0808788757,T0808787732,2
T0908820740,T0808787742,2
T0907809698,T0808788714,2
T0907809698,T0808790719,2
T0908820740,T0808792736,2
T0908820740,T0808792739,2
T0908817725,T0808793727,2
T0908820740,T0808793742,2
T0908820740,T0808793743,2
T0809787811,T0808797782,2
T0809787811,T0808798789,2
T0809787811,T0808798789,2
T0810705920,T0809700889,1
T0809725831,T0809703808,2
T0809735884,T0809703886,1
T0809725831,T0809704808,2
T0809725831,T0809705806,2
T0809704897,T0809709868,2
T0808710778,T0809710813,2
T0808710778,T0809711812,2
T0809704897,T0809713868,2
T0808710778,T0809714814,2
T0808710778,T0809715817,2
T0809725831,T0809715823,1
T0808710778,T0809716810,2
T0809735884,T0809716885,1
T0808710778,T0809718812,2
T0809716848,T0809718821,2
T0809716848,T0809722825,2
T0809716848,T0809723818,2
T0809730847,T0809724864,1
T0808720775,T0809725803,2
T0808720775,T0809725807,2
T0808720775,T0809726801,2
T0809759882,T0809726896,2
T0808720775,T0809730806,2
T0808720775,T0809731803,2
T0809715845,T0809732874,2
T0809759882,T0809732895,2
T0809759882,T0809733899,2
T0809735884,T0809734847,2
T0809715845,T0809740860,1
T0809735884,T0809741848,2
T0809735884,T0809741850,2
T0809759870,T0809741898,1
T0809763872,T0809744893,1
T0809763806,T0809749839,2
T0810779904,T0809749870,1
T0808773779,T0809754801,2
T0809763806,T0809754837,2
T0810779904,T0809756888,2
T0809730847,T0809759836,2
T0809789836,T0809763823,2
T0809789836,T0809764830,2
T0809730847,T0809764836,2
T0809737884,T0809765884,2
T0809789836,T0809766825,2
T0809737884,T0809767879,2
T0809737884,T0809767881,2
T0810757909,T0809767888,2
T0810779904,T0809767891,1
T0808754773,T0809768802,2
T0809737884,T0809768878,2
T0810757909,T0809768887,2
T0810757909,T0809768890,2
T0810757909,T0809769885,2
T0810779904,T0809769893,1
T0810757909,T0809771882,2
T0808754773,T0809773802,2
T0808754773,T0809773802,2
T0809787811,T0809774818,1
T0809781802,T0809776836,2
T0809781802,T0809776836,2
T0809781802,T0809780831,2
T0809781802,T0809782838,2
T0808770789,T0809783802,1
T0809759870,T0809784850,2
T0809789836,T0809785825,1
T0809759870,T0809786850,2
T0809759870,T0809786852,2
T0809759870,T0809786856,2
T0809774808,T0809788821,1
T0809759870,T0809789854,2
T0809774808,T0809790828,2
T0809759870,T0809790855,2
T0808770789,T0809791812,2
T0809774808,T0809791830,2
T0810792918,T0809792888,2
T0810792918,T0809792890,2
T0808770789,T0809794809,2
T0808789790,T0809794818,1
T0808770789,T0809795808,2
T0809774808,T0809796830,2
T0909807844,T0809796877,2
T0809774808,T0809797827,2
T0810778912,T0809797898,2
T0909807844,T0809798878,2
T0810792918,T0809798888,2
T0810792918,T0809798892,2
T0809797854,T0809799864,1
T0710673980,T0810700954,1
T0810735960,T0810701923,1
T0710689999,T0810701968,2
T0810735960,T0810703926,1
T0710689999,T0810703970,2
T0810701997,T0810704961,2
T0710692956,T0810705938,1
T0710673980,T0810705951,1
T0810701997,T0810705961,2
T0810701997,T0810707961,2
T0810734985,T0810707969,2
T0810735960,T0810708931,1
T0810735960,T0810708931,1
T0810735960,T0810708937,2
T0810735960,T0810708940,2
T0710699946,T0810708975,1
T0810735960,T0810709937,2
T0810734985,T0810709969,2
T0810735960,T0810711936,2
T0810734985,T0810712972,2
T0810734985,T0810712973,2
T0810734954,T0810712982,2
T0810735960,T0810713940,2
T0710693933,T0810713956,2
T0710693933,T0810716956,2
T0710693933,T0810717962,2
T0810734954,T0810717978,2
T0810734954,T0810717980,2
T0810734954,T0810718982,2
T0810735960,T0810719943,1
T0810735960,T0810721945,1
T0710699946,T0810721950,2
T0710699946,T0810722953,2
T0710699946,T0810722953,2
T0710699946,T0810725956,2
T0710699946,T0810728952,2
T0810707977,T0810729963,2
T0810707977,T0810730959,2
T0810707977,T0810732960,2
T0810707977,T0810732962,2
T0809759870,T0810736906,1
T0810775945,T0810742945,2
T0810775945,T0810744949,2
T0810783974,T0810748991,2
T0810783974,T0810748993,2
T0810734954,T0810751943,1
T0810783974,T0810752996,2
T0810783974,T0810753989,2
T0810757909,T0810755910,1
T0810783974,T0810756990,2
T0810739932,T0810758918,2
T0810778912,T0810758940,1
T0809779893,T0810761926,2
T0809788886,T0810762906,2
T0809788886,T0810762908,2
T0810739932,T0810762917,2
T0809779893,T0810762927,2
T0810734954,T0810763936,1
T0809779893,T0810764923,2
T0809788886,T0810765906,2
T0809788886,T0810765911,2
T0809779893,T0810765928,2
T0809779893,T0810767927,2
T0809779893,T0810768922,2
T0810794942,T0810769969,2
T0810794942,T0810773965,2
T0810769976,T0810776991,1
T0810797982,T0810778976,1
T0809770893,T0810781917,1
T0810762932,T0810782944,2
T0810762932,T0810782946,2
T0810797982,T0810785957,2
T0810797982,T0810786956,2
T0810797982,T0810786961,2
T0810762932,T0810787946,2
T0910819993,T0810787989,2
T0810762932,T0810788943,2
T0810797982,T0810788955,2
T0810762932,T0810789944,2
T0910819993,T0810789988,2
T0810797982,T0810790954,2
T0810797982,T0810790961,2
T0910819993,T0810790990,2
T0810797982,T0810791957,2
T0910819993,T0810791987,2
T0910819993,T0810791991,2
T0910819993,T0810792991,2
T0810797982,T0810793955,2
T0810797982,T0810793956,2
T0810769976,T0810795989,2
T0810769976,T0810796985,2
T0810769976,T0810796986,2
T0809770893,T0810797908,2
T0810778912,T0810799900,2
T0809770893,T0810799902,2
T0809770893,T0810799908,2
T0901804056,T0901803092,2
T0901840090,T0901804097,2
T0101075032,T0901805000,1
T0901828002,T0901805021,2
T0901804056,T0901805089,2
T0901804056,T0901805091,2
T0901840090,T0901805098,2
T0901840090,T0901805098,2
T0901838053,T0901806075,1
T0901804056,T0901806091,2
T0101075032,T0901807000,1
T0901804056,T0901808089,2
T0101075032,T0901810000,1
T0901828002,T0901811022,2
T0901828002,T0901812021,2
T0901802061,T0901816041,1
T0901851063,T0901819066,2
T0101075032,T0901822000,1
T0101075032,T0901823000,1
T0101075032,T0901824000,1
T0901816061,T0901829041,1
T0901866079,T0901834063,2
T0101075032,T0901837000,1
T0901866079,T0901838063,2
T0901866079,T0901839067,2
T0902817101,T0901841083,2
T0901814076,T0901842051,1
T0902817101,T0901843087,2
T0901840090,T0901844077,1
T0902817101,T0901844086,2
T0901840090,T0901847066,1
T0901840090,T0901848065,1
T0901866079,T0901850044,1
T0901840090,T0901850056,1
T0901866079,T0901852048,1
T0901851063,T0901853046,1
T0901834087,T0901853089,1
T0901838053,T0901854024,2
T0901851063,T0901854038,1
T0901838053,T0901858030,2
T0901866079,T0901859064,1
T0901897056,T0901863053,2
T0901886004,T0901866037,2
T0101075032,T0901867000,1
T0901886004,T0901867031,2
T0901864060,T0901867092,2
T0901864060,T0901869091,2
T0901864060,T0901870094,2
T0901864060,T0901874093,2
T0901864060,T0901875062,1
T0101075032,T0901877000,1
T0901864060,T0901883064,1
T0901874082,T0901883070,1
T1001918046,T0901883075,1
T0901897056,T0901895030,1
T0901875005,T0901897028,2
T0801776080,T0902800103,2
T0801776080,T0902801107,2
T0902817101,T0902801125,1
T0801776080,T0902802102,1
T0802790183,T0902802156,2
T0802790183,T0902803155,2
T0802790183,T0902803157,2
T0902815136,T0902803166,2
T0802790183,T0902804152,2
T0802790183,T0902804152,2
T0902815136,T0902804166,2
T0902815136,T0902804166,2
T0902817156,T0902804186,2
T0902817156,T0902805188,2
T0902817156,T0902805190,2
T0901840090,T0902806101,2
T0901840090,T0902806102,2
T0902817152,T0902806114,1
T0802790183,T0902806155,2
T0902841172,T0902807135,1
T0902817156,T0902807189,2
T0902817156,T0902808191,2
T0902815136,T0902809161,2
T0902815136,T0902809165,2
T0902817156,T0902809192,2
T0902806149,T0902810133,1
T0902806149,T0902810134,1
T0902817156,T0902810190,2
T0902841172,T0902812149,2
T0902817156,T0902812188,2
T0803791233,T0902812199,1
T0902817101,T0902813107,1
T0902847156,T0902815183,1
T0902841172,T0902816148,2
T0902841172,T0902818148,1
T0902841172,T0902818149,2
T0902841172,T0902818154,2
T0902847156,T0902818180,1
T0902840187,T0902818183,1
T0902847138,T0902819104,1
T0902847138,T0902819121,2
T0902855172,T0902819174,1
T0902841172,T0902820153,2
T0902847138,T0902821115,2
T0902858183,T0902823177,2
T0902858183,T0902824180,2
T0902859123,T0902826125,2
T0902858183,T0902826179,2
T0902858183,T0902828177,2
T0902859123,T0902829119,2
T0902858183,T0902829173,2
T0901834087,T0902835114,2
T0901834087,T0902835119,2
T0902840187,T0902836160,2
T0901834087,T0902837112,2
T0902847138,T0902837126,1
T0901834087,T0902838115,2
T0901834087,T0902839117,2
T0901834087,T0902839120,2
T0902867170,T0902839148,2
T0902867170,T0902839149,2
T0901834087,T0902840120,2
T0902867170,T0902840151,2
T0901874082,T0902841102,2
T0901834087,T0902841114,2
T0902867170,T0902841147,2
T0902867170,T0902842147,2
T0902867170,T0902843154,2
T0902867170,T0902844152,2
T0902867170,T0902844152,2
T0901874082,T0902846103,2
T0902850196,T0902847171,2
T0902867170,T0902849145,1
T0901874082,T0902850102,2
T0902850196,T0902850168,2
T0902854119,T0902851148,2
T0902850196,T0902852169,2
T0903865221,T0902852193,1
T0901878097,T0902854132,1
T0902854119,T0902855150,2
T0902855172,T0902857134,2
T0902854119,T0902860149,2
T0901878097,T0902861122,1
T0902847156,T0902862134,2
T0902847156,T0902863133,2
T0902847156,T0902863134,2
T0902860151,T0902863140,1
T0902847156,T0902869133,2
T1002901107,T0902872117,2
T1002902155,T0902872135,1
T0902850124,T0902875127,2
T0902850124,T0902875128,2
T0902850124,T0902876121,2
T0901873082,T0902878119,2
T0902850124,T0902878123,2
T1002902155,T0902878139,1
T0901873082,T0902880120,2
T1002902155,T0902882128,2
T1002902155,T0902887132,2
T1002922153,T0902890122,1
T1002927142,T0902892163,1
T1002922153,T0902895129,2
T1002922153,T0902898126,2
T1002927142,T0902898159,1
T0803781243,T0903800220,2
T0803781243,T0903800226,2
T0803781243,T0903800227,2
T0804796311,T0903801276,2
T0904827319,T0903801299,1
T0804796311,T0903802276,2
T0803781243,T0903803220,2
T0804796311,T0903803278,2
T0803768244,T0903804238,1
T0903833260,T0903804269,2
T0904827319,T0903804295,2
T0903833260,T0903806273,2
T0804796311,T0903806279,2
T0804796311,T0903806279,2
T0903805220,T0903810243,1
T0903805220,T0903811248,1
T0904827319,T0903811296,2
T0904827319,T0903811298,2
T0904827319,T0903813295,2
T0903806281,T0903815267,1
T0903852275,T0903820268,2
T0903852275,T0903821268,2
T0903822246,T0903823232,1
T0903852275,T0903823268,2
T0903855280,T0903824278,2
T0903855280,T0903824281,2
T0903855280,T0903828277,2
T0903805220,T0903833228,2
T0903805220,T0903834224,2
T0903835241,T0903835268,2
T0903835241,T0903836270,2
T0903865221,T0903837209,2
T0903809236,T0903837216,2
T0903809236,T0903837224,2
T0903835241,T0903837272,2
T0903833260,T0903839246,1
T0903835241,T0903839268,2
T0903865221,T0903840207,2
T0903805220,T0903840228,2
T0903835241,T0903840265,2
T0903805220,T0903841227,2
T0903833260,T0903843237,1
T0903865221,T0903846211,2
T0903852275,T0903850257,1
T0903833284,T0903850299,1
T0903855280,T0903854253,1
T0903855280,T0903854263,1
T0903835241,T0903858243,1
T0903856257,T0903860258,1
T0903856257,T0903863291,2
T0903885244,T0903864264,2
T0903856257,T0903865287,2
T0903875268,T0903867272,1
T0903847269,T0903867295,2
T0903847269,T0903868296,2
T0903847269,T0903869289,1
T0903847269,T0903869293,2
T0903847269,T0903871294,2
T0903847269,T0903871295,2
T0903847269,T0903872292,1
T0903875268,T0903873269,1
T1003904213,T0903878235,2
T1003904213,T0903879232,2
T1003911272,T0903880264,2
T0903875210,T0903882214,1
T1003911272,T0903882257,2
T0904870314,T0903882293,2
T1003904213,T0903883236,2
T0903856257,T0903883264,1
T1003911272,T0903884256,2
T1003911272,T0903884262,2
T0903875268,T0903885240,2
T1002905190,T0903886211,1
T0904894322,T0903886298,2
T0903875268,T0903889234,2
T0903878244,T0903889272,2
T0904894322,T0903889295,2
T0904894322,T0903889296,2
T0904894322,T0903891297,2
T0903885244,T0903894232,1
T0903875210,T0903895243,2
T0903878244,T0903896272,2
T1004917327,T0903899299,2
T0804780341,T0904801329,2
T0804780341,T0904802327,2
T0904831338,T0904802349,2
T0904831338,T0904802354,2
T0904817335,T0904802369,1
T0804780341,T0904803326,2
T0904831338,T0904804348,2
T0804780341,T0904807326,2
T0904831338,T0904807351,2
T0904831338,T0904808350,2
T0804787380,T0904811388,2
T0904827319,T0904812308,1
T0904831376,T0904813396,2
T0904810389,T0904817372,1
T0904831376,T0904817396,2
T0904837358,T0904820385,2
T0804787380,T0904820388,2
T0904837358,T0904821385,2
T0904837358,T0904822388,2
T0904837358,T0904822389,2
T0904837358,T0904826382,2
T0904853347,T0904832372,1
T0904801333,T0904834305,1
T0904860355,T0904834340,2
T0904860355,T0904834342,2
T0904860355,T0904834346,2
T0904801333,T0904835305,1
T0904860355,T0904837346,2
T0904860355,T0904838345,2
T0904831376,T0904843368,1
T0904834377,T0904843395,1
T0904817335,T0904844325,2
T0904831338,T0904848306,1
T0904870314,T0904848328,1
T0905836402,T0904849377,2
T0905836402,T0904851374,2
T0903833284,T0904852308,2
T0904879316,T0904852322,2
T0904879316,T0904853320,2
T0903833284,T0904854308,2
T0904860355,T0904854340,1
T0904837358,T0904854350,1
T0904891372,T0904854370,2
T0905836402,T0904854375,2
T0904879316,T0904855318,2
T0903833284,T0904856303,2
T0903833284,T0904856304,1
T0905836402,T0904856373,2
T0904891372,T0904857365,2
T0904891372,T0904858368,2
T0904878367,T0904858390,2
T0904878367,T0904858394,2
T0904891372,T0904859367,2
T0904841386,T0904859374,1
T0903833284,T0904862310,1
T0904834377,T0904862393,2
T0904837358,T0904863346,1
T0904841386,T0904865370,1
T0904834377,T0904866396,2
T0904834377,T0904866396,2
T0903833284,T0904867314,1
T0904834377,T0904867395,2
T0904890396,T0904869373,2
T0904837358,T0904871342,1
T0904894322,T0904873318,1
T0904853347,T0904876327,2
T0904872325,T0904876346,1
T0905881406,T0904877373,2
T0904889363,T0904877392,2
T0904889363,T0904878392,2
T0904872325,T0904879358,1
T0904889363,T0904879395,2
T0903877291,T0904880304,1
T0903877291,T0904880305,1
